0.82537014 	 0.82857998 	 0.82202658 	 0.81819510 
0.82369814 	 0.82431886 	 0.82279706 	 0.81939188 
0.82347879 	 0.82908144 	 0.82446671 	 0.81826583 
0.82350910 	 0.82816259 	 0.82817939 	 0.82179088 
0.82742482 	 0.82809042 	 0.82754360 	 0.82048694 
0.83071864 	 0.82788554 	 0.82578101 	 0.81942782 
0.82704319 	 0.82654808 	 0.82807872 	 0.81866621 
0.82297596 	 0.82627808 	 0.82726344 	 0.81964237 
0.82402518 	 0.82745915 	 0.82852594 	 0.82202872 
0.82593689 	 0.82920708 	 0.82783061 	 0.82166370 
0.82615646 	 0.82941132 	 0.82597027 	 0.82440323 
0.82615646 	 0.82941132 	 0.82597027 	 0.82440323 
0.82268928 	 0.82960251 	 0.82466717 	 0.82648179 
0.82130000 	 0.83001469 	 0.82928183 	 0.82529374 
0.82244882 	 0.83037857 	 0.82494498 	 0.82764951 
0.82792373 	 0.82722518 	 0.82286412 	 0.82870585 
0.82901926 	 0.83172685 	 0.82717569 	 0.82485233 
0.82901926 	 0.83172685 	 0.82717569 	 0.82485233 
0.82875251 	 0.83106820 	 0.82882691 	 0.81918196 
0.82863768 	 0.83336399 	 0.82778694 	 0.82111088 
0.82624255 	 0.83023020 	 0.82716138 	 0.81955171 
0.82314121 	 0.83315193 	 0.82558511 	 0.81935087 
0.82442399 	 0.83091074 	 0.82796818 	 0.82045898 
0.82793465 	 0.83131181 	 0.82682261 	 0.82132839 
0.83116698 	 0.83193205 	 0.82703188 	 0.82253835 
0.83279000 	 0.83304804 	 0.82353047 	 0.82564430 
0.83147826 	 0.83490846 	 0.82576824 	 0.82613814 
0.83125348 	 0.83493023 	 0.82827435 	 0.82403401 
0.82894216 	 0.82964798 	 0.82228664 	 0.82393806 
0.83461709 	 0.83030002 	 0.82246822 	 0.82145550 
0.83438033 	 0.83061707 	 0.82628299 	 0.82103100 
0.83528431 	 0.83317745 	 0.82253045 	 0.82407327 
0.83528431 	 0.83317745 	 0.82253045 	 0.82407327 
0.83528431 	 0.83317745 	 0.82253045 	 0.82407327 
0.83438035 	 0.82843442 	 0.81998338 	 0.82636317 
0.83482905 	 0.83194677 	 0.81966115 	 0.82565846 
0.83550445 	 0.82721358 	 0.82398415 	 0.82805984 
0.83522311 	 0.82921047 	 0.82199233 	 0.82999309 
0.83590968 	 0.83114474 	 0.82107382 	 0.83182951 
0.83325656 	 0.83018439 	 0.82442185 	 0.83586586 
0.83273544 	 0.83124096 	 0.82596228 	 0.83819035 
0.83322479 	 0.83305325 	 0.82628854 	 0.83699464 
0.83312779 	 0.83488153 	 0.82595034 	 0.83894608 
0.83374077 	 0.83427612 	 0.82474463 	 0.83808596 
0.83359818 	 0.83420343 	 0.82150761 	 0.83057264 
0.83410326 	 0.83359114 	 0.82737787 	 0.83082112 
0.83344730 	 0.83678828 	 0.82463905 	 0.83115970 
0.83641739 	 0.83664202 	 0.82619638 	 0.83130085 
0.83577647 	 0.83734081 	 0.82780510 	 0.83007220 
0.83571564 	 0.83469029 	 0.83171685 	 0.83396549 
0.83571564 	 0.83469029 	 0.83171685 	 0.83396549 
0.83465860 	 0.83371025 	 0.83148209 	 0.83071218 
0.83261627 	 0.82788920 	 0.83533460 	 0.83081803 
0.83213477 	 0.82920474 	 0.83209885 	 0.83166366 
0.83348361 	 0.82901135 	 0.83135626 	 0.82994165 
0.83600395 	 0.82736940 	 0.83033513 	 0.83252295 
0.83764895 	 0.82651722 	 0.83709781 	 0.83268315 
0.83506179 	 0.82880149 	 0.83435252 	 0.82857954 
0.83161842 	 0.83169355 	 0.83670893 	 0.82718651 
0.83236672 	 0.82967136 	 0.83519389 	 0.82873828 
0.83135855 	 0.83001093 	 0.83524220 	 0.83024491 
0.82739277 	 0.82796499 	 0.83435861 	 0.83086978 
0.82783924 	 0.82715464 	 0.83279180 	 0.83091131 
0.82977947 	 0.82674920 	 0.83378050 	 0.82863818 
0.82974899 	 0.82784856 	 0.83443273 	 0.83412913 
0.82627940 	 0.82801173 	 0.83280376 	 0.83092798 
0.82627940 	 0.82801173 	 0.83280376 	 0.83092798 
0.82935040 	 0.83119469 	 0.83453246 	 0.83227036 
0.82935040 	 0.83119469 	 0.83453246 	 0.83227036 
0.82921686 	 0.83148753 	 0.83511472 	 0.83554217 
0.83259451 	 0.83551942 	 0.83297098 	 0.83977687 
0.83259451 	 0.83551942 	 0.83297098 	 0.83977687 
0.83138911 	 0.83579356 	 0.83396187 	 0.83164620 
0.83138911 	 0.83579356 	 0.83396187 	 0.83164620 
0.83184559 	 0.83120914 	 0.83376043 	 0.83109432 
0.83106496 	 0.82756180 	 0.83095143 	 0.83508742 
0.83186579 	 0.82656116 	 0.83080677 	 0.83159849 
