1.57607146 	 1.58048470 	 1.57738256 	 1.57958218 
1.57734881 	 1.57764573 	 1.57528736 	 1.57900982 
1.57701212 	 1.57545606 	 1.57295725 	 1.57953370 
1.57701212 	 1.57545606 	 1.57295725 	 1.57953370 
1.57486379 	 1.57388008 	 1.57090450 	 1.57748446 
1.57328063 	 1.57401910 	 1.57124875 	 1.57835851 
1.57242561 	 1.57485727 	 1.57277055 	 1.58077808 
1.57165859 	 1.57686976 	 1.57348935 	 1.58020800 
1.57185325 	 1.57935386 	 1.57366238 	 1.58177032 
1.57226167 	 1.57914397 	 1.57322475 	 1.58172647 
1.57186862 	 1.58009700 	 1.57288395 	 1.58244239 
1.57295043 	 1.57745536 	 1.57417021 	 1.58369152 
1.57545095 	 1.57657440 	 1.57686446 	 1.58421715 
1.57662190 	 1.57531420 	 1.57912562 	 1.58506538 
1.57634519 	 1.57368875 	 1.57952248 	 1.58517680 
1.57806179 	 1.57302689 	 1.57889882 	 1.58209810 
1.57833899 	 1.57333956 	 1.58055035 	 1.58478973 
1.57898884 	 1.57257142 	 1.58201826 	 1.58441006 
1.57793671 	 1.57490432 	 1.58422706 	 1.58351918 
1.57793671 	 1.57490432 	 1.58422706 	 1.58351918 
1.57627542 	 1.57440746 	 1.58478411 	 1.58334028 
1.57627542 	 1.57440746 	 1.58478411 	 1.58334028 
1.57641996 	 1.56981627 	 1.58625685 	 1.58226619 
1.57833651 	 1.56804810 	 1.58497052 	 1.57872369 
1.57844951 	 1.56847624 	 1.58248437 	 1.57900986 
1.57844951 	 1.56847624 	 1.58248437 	 1.57900986 
1.57675620 	 1.56712369 	 1.58316031 	 1.57843140 
1.57710329 	 1.56619860 	 1.58144903 	 1.57958142 
1.57595865 	 1.56730763 	 1.57878503 	 1.57992409 
1.57612500 	 1.56670106 	 1.57825633 	 1.57874275 
1.57706148 	 1.56800738 	 1.57780045 	 1.57672703 
1.57479799 	 1.57026180 	 1.57693858 	 1.57527700 
1.57479799 	 1.57026180 	 1.57693858 	 1.57527700 
1.57385505 	 1.57032492 	 1.57769426 	 1.57559068 
1.57377805 	 1.56948074 	 1.57777275 	 1.57573533 
1.57456600 	 1.57306114 	 1.57637261 	 1.57570091 
1.57750865 	 1.57409151 	 1.57897655 	 1.57482383 
1.57895975 	 1.57418455 	 1.57688399 	 1.57532360 
1.57647444 	 1.57463438 	 1.57903503 	 1.57691776 
1.57791104 	 1.57425415 	 1.57866415 	 1.57850195 
1.57718185 	 1.57438672 	 1.57826841 	 1.57706703 
1.57718185 	 1.57438672 	 1.57826841 	 1.57706703 
1.57803277 	 1.57383884 	 1.57707032 	 1.57726932 
1.57854357 	 1.57411439 	 1.57920920 	 1.57712973 
1.57984758 	 1.57452527 	 1.57746649 	 1.57671641 
1.57934286 	 1.57565702 	 1.57791919 	 1.57708592 
1.57881827 	 1.57609953 	 1.57805592 	 1.57701152 
1.57881827 	 1.57609953 	 1.57805592 	 1.57701152 
1.58047345 	 1.57604566 	 1.57611614 	 1.57749817 
1.57921523 	 1.57737432 	 1.57379355 	 1.57748823 
1.57838040 	 1.57793375 	 1.57372306 	 1.57891783 
1.57849514 	 1.57738675 	 1.57451076 	 1.58105246 
1.57867944 	 1.57733386 	 1.57513813 	 1.57990935 
1.57903750 	 1.58009812 	 1.57594308 	 1.58036608 
1.58222179 	 1.57916393 	 1.57722083 	 1.57937307 
1.58222690 	 1.57981839 	 1.57875924 	 1.58024142 
1.57995898 	 1.57826412 	 1.57803482 	 1.57896122 
1.57932594 	 1.57629566 	 1.57722536 	 1.58010121 
1.58095358 	 1.57710782 	 1.57682713 	 1.57968608 
1.58012489 	 1.57821340 	 1.57828496 	 1.58134342 
1.57775918 	 1.58265410 	 1.57794241 	 1.57832318 
1.57969334 	 1.58409621 	 1.57886374 	 1.58086522 
1.57799725 	 1.58161294 	 1.57830430 	 1.58139045 
1.57721063 	 1.58088079 	 1.58014417 	 1.58331781 
1.57609968 	 1.57966118 	 1.57956957 	 1.58116861 
1.57733460 	 1.57986577 	 1.57868236 	 1.58024392 
1.57530598 	 1.57982429 	 1.57784496 	 1.57959758 
1.57464006 	 1.57867930 	 1.57960956 	 1.57852889 
1.57624524 	 1.57825803 	 1.57951856 	 1.57830655 
1.57530956 	 1.57826729 	 1.57862207 	 1.57945701 
1.57539138 	 1.57949715 	 1.57825783 	 1.58056600 
1.57539138 	 1.57949715 	 1.57825783 	 1.58056600 
